county_id,date,unemployment_rate,sahm_value
53039,1990-01-01,18.6,NaN
53039,1990-02-01,18.1,NaN
53039,1990-03-01,17.1,NaN
53039,1990-04-01,13.8,NaN
53039,1990-05-01,11.7,NaN
53039,1990-06-01,9.5,NaN
53039,1990-07-01,7.4,NaN
53039,1990-08-01,8.1,NaN
53039,1990-09-01,6.3,NaN
53039,1990-10-01,8.7,NaN
53039,1990-11-01,11,NaN
53039,1990-12-01,13.1,NaN
53039,1991-01-01,19.1,NaN
53039,1991-02-01,20,NaN
53039,1991-03-01,17,11.43
53039,1991-04-01,14.4,9.87
53039,1991-05-01,12.9,7.50
53039,1991-06-01,12.3,5.93
53039,1991-07-01,8.9,4.10
53039,1991-08-01,10.8,3.40
53039,1991-09-01,8.2,2.03
53039,1991-10-01,8.2,1.37
53039,1991-11-01,10.9,0.43
53039,1991-12-01,13.7,1.87
53039,1992-01-01,17.1,4.83
53039,1992-02-01,18.9,7.50
53039,1992-03-01,18,8.93
53039,1992-04-01,15.7,8.47
53039,1992-05-01,14.3,6.93
53039,1992-06-01,12.1,4.97
53039,1992-07-01,13.4,4.20
53039,1992-08-01,10.6,2.97
53039,1992-09-01,9.4,2.07
53039,1992-10-01,9.6,0.80
53039,1992-11-01,13.5,1.73
53039,1992-12-01,17.1,3.53
53039,1993-01-01,20.4,7.13
53039,1993-02-01,22,9.97
53039,1993-03-01,20.3,11.03
53039,1993-04-01,16.5,9.73
53039,1993-05-01,15,7.40
53039,1993-06-01,13.8,5.23
53039,1993-07-01,13.2,4.13
53039,1993-08-01,13.9,3.77
53039,1993-09-01,10.7,2.73
53039,1993-10-01,10.4,1.80
53039,1993-11-01,10.1,0.00
53039,1993-12-01,13.1,0.80
53039,1994-01-01,17,3.00
53039,1994-02-01,16.5,5.13
53039,1994-03-01,17.7,6.67
53039,1994-04-01,13.2,5.40
53039,1994-05-01,11.6,3.77
53039,1994-06-01,10.6,1.40
53039,1994-07-01,8.4,0.00
53039,1994-08-01,10.1,0.00
53039,1994-09-01,8.4,0.00
53039,1994-10-01,8.1,0.00
53039,1994-11-01,10.6,0.17
53039,1994-12-01,11.8,1.30
53039,1995-01-01,13.8,3.20
53039,1995-02-01,15.4,4.80
53039,1995-03-01,13.9,5.50
53039,1995-04-01,12.6,5.10
53039,1995-05-01,11.9,3.93
53039,1995-06-01,10.5,2.80
53039,1995-07-01,9.3,1.70
53039,1995-08-01,10.6,1.27
53039,1995-09-01,7.9,0.40
53039,1995-10-01,7.7,0.00
53039,1995-11-01,9.8,0.00
53039,1995-12-01,11.2,1.10
53039,1996-01-01,13.6,3.07
53039,1996-02-01,15.2,4.87
53039,1996-03-01,13.5,5.63
53039,1996-04-01,11.9,5.07
53039,1996-05-01,11.5,3.83
53039,1996-06-01,10.2,2.73
53039,1996-07-01,9,1.77
53039,1996-08-01,9.1,0.97
53039,1996-09-01,6.8,0.00
53039,1996-10-01,6.4,0.00
53039,1996-11-01,8,0.00
53039,1996-12-01,12.4,1.87
53039,1997-01-01,13.1,4.10
53039,1997-02-01,14.2,6.17
53039,1997-03-01,12.6,6.23
53039,1997-04-01,12.1,5.90
53039,1997-05-01,8.6,4.03
53039,1997-06-01,9.2,2.90
53039,1997-07-01,6.7,1.10
53039,1997-08-01,8,0.90
53039,1997-09-01,6.6,0.03
53039,1997-10-01,6.8,0.07
53039,1997-11-01,8.3,0.17
53039,1997-12-01,11.4,1.73
53039,1998-01-01,16.9,5.10
53039,1998-02-01,15.6,7.53
53039,1998-03-01,13.7,8.30
53039,1998-04-01,10,6.00
53039,1998-05-01,9.9,4.10
53039,1998-06-01,9.9,2.83
53039,1998-07-01,7.3,1.93
53039,1998-08-01,8.4,1.43
53039,1998-09-01,7,0.47
53039,1998-10-01,6.3,0.10
53039,1998-11-01,7.4,0.00
53039,1998-12-01,11.6,1.53
53039,1999-01-01,13.9,4.07
53039,1999-02-01,15,6.60
53039,1999-03-01,12.5,6.90
53039,1999-04-01,10.4,5.73
53039,1999-05-01,10.8,4.33
53039,1999-06-01,10.9,3.80
53039,1999-07-01,7.6,2.87
53039,1999-08-01,9,2.27
53039,1999-09-01,6.5,0.80
53039,1999-10-01,5.8,0.20
53039,1999-11-01,5.7,0.00
53039,1999-12-01,10.7,1.40
53039,2000-01-01,10.5,2.97
53039,2000-02-01,11.6,4.93
53039,2000-03-01,11.5,5.20
53039,2000-04-01,8.1,4.40
53039,2000-05-01,7.5,3.03
53039,2000-06-01,6.9,1.50
53039,2000-07-01,5.9,0.77
53039,2000-08-01,7.6,0.80
53039,2000-09-01,5.2,0.23
53039,2000-10-01,6.1,0.30
53039,2000-11-01,7.7,0.33
53039,2000-12-01,9.1,1.40
53039,2001-01-01,12.3,3.47
53039,2001-02-01,14.8,5.83
53039,2001-03-01,14.9,7.77
53039,2001-04-01,13.1,8.03
53039,2001-05-01,11.6,6.97
53039,2001-06-01,10.1,5.37
53039,2001-07-01,8.3,3.77
53039,2001-08-01,10.3,3.33
53039,2001-09-01,8.1,2.67
53039,2001-10-01,9.1,2.87
53039,2001-11-01,11,3.07
53039,2001-12-01,12.5,3.23
53039,2002-01-01,14.8,3.87
53039,2002-02-01,14.5,5.03
53039,2002-03-01,13.7,5.43
53039,2002-04-01,14,5.17
53039,2002-05-01,11.2,4.07
53039,2002-06-01,11,3.17
53039,2002-07-01,8.8,1.43
53039,2002-08-01,10.2,1.10
53039,2002-09-01,7.8,0.03
53039,2002-10-01,7.1,0.00
53039,2002-11-01,9.9,0.00
53039,2002-12-01,11.6,1.27
53039,2003-01-01,14.1,3.60
53039,2003-02-01,13.9,4.93
53039,2003-03-01,12.9,5.37
53039,2003-04-01,12.1,4.70
53039,2003-05-01,12.3,4.17
53039,2003-06-01,12.1,3.90
53039,2003-07-01,10.2,3.27
53039,2003-08-01,12,3.17
53039,2003-09-01,10.1,2.50
53039,2003-10-01,9.9,2.40
53039,2003-11-01,11.9,2.37
53039,2003-12-01,13.8,2.33
53039,2004-01-01,15.1,2.97
53039,2004-02-01,15.1,4.03
53039,2004-03-01,13.9,4.07
53039,2004-04-01,10.1,2.40
53039,2004-05-01,8.4,0.17
53039,2004-06-01,8.5,0.00
53039,2004-07-01,7.3,0.00
53039,2004-08-01,7.7,0.00
53039,2004-09-01,5.9,0.00
53039,2004-10-01,6.5,0.00
53039,2004-11-01,8,0.10
53039,2004-12-01,10.1,1.50
53039,2005-01-01,11.4,3.13
53039,2005-02-01,11.7,4.37
53039,2005-03-01,9.9,4.30
53039,2005-04-01,8.8,3.43
53039,2005-05-01,8.4,2.33
53039,2005-06-01,7.3,1.47
53039,2005-07-01,6.5,0.70
53039,2005-08-01,8.1,0.60
53039,2005-09-01,6.5,0.33
53039,2005-10-01,6.5,0.33
53039,2005-11-01,7.8,0.13
53039,2005-12-01,8.9,0.80
53039,2006-01-01,12.2,2.70
53039,2006-02-01,11.4,3.90
53039,2006-03-01,9.5,4.10
53039,2006-04-01,8.6,2.90
