county_id,accuracy,recession_lead_time,committee_lead_time
08021,15,3,107
08023,15,4,107
08025,19,-3,121
08027,17,-11,70
08029,17,3,80
08031,29,-4,77
08033,17,5,90
08035,33,-3,154
08037,13,-6,144
08039,20,-8,110
08041,25,0,92
08043,21,3,107
08045,20,-6,90
08047,27,0,77
08049,19,-2,121
08051,14,-3,141
08053,12,2,55
08055,10,-1,80
08057,14,3,80
08059,33,-5,141
08061,15,-7,83
08063,17,-5,77
08065,19,6,111
08067,17,0,80
08069,20,-6,120
08071,22,-3,110
08073,12,-2,80
08075,20,2,120
08077,19,-2,121
08079,13,5,138
08081,17,3,80
08083,15,5,90
08085,15,2,107
08087,14,-3,92
08089,19,-1,131
08091,16,6,90
08093,25,-3,120
08095,19,-7,111
08097,16,3,137
08099,15,-1,77
08101,19,0,92
08103,14,2,92
08105,13,3,107
08107,18,-10,97
08109,16,2,107
08111,17,10,138
08113,14,1,138
08115,14,-3,92
08117,11,-2,100
08119,19,-4,120
08121,15,-3,71
08123,22,-4,120
08125,14,-4,92
09001,18,5,92
09003,16,5,92
09005,16,7,92
09007,36,-17,112
09009,16,5,92
09011,20,6,92
09013,13,4,92
09015,14,6,92
10001,12,-3,90
10003,18,0,90
10005,13,3,107
11001,19,-2,129
12001,23,2,100
12003,21,-2,77
12005,33,-20,101
12007,21,7,77
12009,33,-20,101
12011,44,0,111
12013,14,-1,62
12015,11,-5,77
12017,12,0,77
12019,33,8,77
12021,10,-7,90
12023,21,6,77
12027,15,-6,101
12029,14,-1,77
12031,21,10,77
12033,21,0,77
12035,17,-3,77
12037,22,-4,80
12039,11,-5,77
12041,14,-4,62
19083,10,-1,107
19085,12,4,112
19087,10,3,77
19089,10,-1,107
19091,12,-6,98
19093,11,3,112
19095,15,-3,81
19097,13,3,107
19099,8,1,107
19101,11,0,72
19103,17,-1,111
19105,12,3,107
19107,13,-2,106
19109,16,-5,112
19111,14,-2,112
19113,13,-4,102
19115,11,2,80
19117,15,-5,83
19119,13,1,112
19121,13,4,107
19123,12,-1,77
19125,13,2,107
19127,17,1,110
19129,13,1,77
19131,12,0,92
19133,9,-1,112
19135,11,3,112
19137,11,2,107
19139,14,0,92
19141,11,2,112
19143,11,0,77
19145,7,-3,92
19147,14,4,102
19149,17,-4,92
19151,14,-2,100
19153,23,-16,96
19155,13,4,107
19157,8,0,55
19159,9,-3,77
19161,17,3,110
19163,6,-3,89
19165,12,2,107
19167,10,1,107
19169,20,-6,106
19171,16,1,110
19173,13,-13,92
19175,21,-11,92
19177,8,-2,71
19179,13,-3,98
19181,14,-3,122
19183,12,7,80
19185,10,-4,49
19187,13,-2,122
19189,19,2,60
19191,12,2,107
19193,13,1,110
19195,12,2,80
19197,10,-3,77
20001,12,-4,102
20003,13,-4,112
20005,17,-1,102
20007,14,-6,100
20009,8,-2,91
20011,6,-2,92
20013,11,0,82
20015,17,-19,90
21047,5,-2,77
21049,19,-15,114
21051,14,1,92
21053,10,-1,107
21055,8,-1,107
21057,11,1,107
21059,15,6,92
21061,13,3,107
21063,13,2,107
21065,8,-1,107
21067,11,5,99
21069,8,-1,80
21071,18,-14,121
21073,14,-5,90
21075,17,-6,121
21077,10,1,92
21079,14,5,92
21081,13,2,92
21083,12,1,92
21085,13,5,92
21087,8,-2,92
21089,13,2,107
21091,12,3,77
21093,13,4,92
21095,13,-10,119
21097,13,3,92
21099,12,4,138
21101,13,0,92
21103,11,2,92
21105,11,-6,122
21107,13,2,92
21109,9,-2,81
21111,57,-39,137
21113,9,-4,77
21115,17,7,107
21117,17,3,77
21119,16,-7,136
21121,9,-3,77
21123,17,3,110
21125,12,0,77
21127,16,1,132
21129,11,4,107
21131,10,-2,55
21133,12,-8,104
21135,15,2,107
21137,12,1,92
21139,10,-1,107
21141,8,-3,77
21143,14,4,92
21145,10,-3,69
21147,9,-1,107
21149,11,1,92
21151,8,-3,92
21153,17,-4,100
28029,13,-10,121
28031,15,-5,114
28035,16,-6,143
28037,12,-5,135
28039,17,-4,149
28041,13,-13,129
28043,14,-8,102
28045,19,-20,121
28047,14,-15,91
28049,19,-10,108
28051,9,1,55
28053,6,-2,55
28055,13,5,55
28057,13,-9,129
28059,18,0,62
28061,7,-5,117
28063,9,0,55
28065,14,-7,121
28067,16,-4,129
28069,12,-6,152
28071,13,-10,154
28073,14,-3,141
28075,14,-10,129
28077,11,-3,132
28079,17,-4,129
28081,14,-9,137
28083,11,1,92
28085,15,-11,129
28087,17,-10,121
28089,18,0,62
28091,16,-8,112
28093,6,-4,62
28095,13,-9,137
28097,14,-4,112
28099,16,-11,114
28101,17,-6,114
28103,9,-2,135
28105,11,-9,143
28107,12,-7,112
28109,17,-6,114
28111,9,0,107
28113,12,-10,121
28115,14,-3,121
28117,16,-7,101
28119,9,0,55
28121,9,-8,92
28123,17,-4,129
28125,9,3,55
28127,15,-12,129
28129,15,0,86
28131,13,-10,153
28133,8,1,55
28135,13,3,107
28137,12,-5,101
28139,17,-2,111
28141,6,-3,55
28143,10,2,55
28145,19,-9,137
28147,14,-10,121
28149,15,-12,121
28151,8,0,55
28153,10,3,55
28155,10,-3,77
28157,9,-9,139
28159,11,-8,123
28161,12,-2,77
28163,13,-2,101
29001,12,-6,132
29003,9,-1,107
29005,13,-4,92
29007,11,6,107
29009,11,-4,104
29011,7,-1,107
29013,16,9,107
29015,14,-9,121
29017,9,4,107
29019,7,8,128
29021,13,-3,107
29023,11,-8,129
29025,11,4,107
29027,11,4,107
29029,15,9,138
29031,13,4,77
29033,6,3,55
29035,12,6,107
29037,13,5,107
29039,5,3,55
29041,11,-1,122
29043,10,-1,107
29045,14,-8,129
29047,18,-1,123
29049,10,-2,80
29051,15,-3,122
29053,7,2,159
29055,9,-6,100
29057,12,1,110
29059,10,-1,102
29061,11,1,107
29063,9,-1,107
29065,15,11,123
29067,8,7,55
29069,8,-6,122
29071,12,2,107
29073,11,3,92
29075,14,-3,123
29077,17,5,107
29079,12,-2,122
29081,9,-1,112
29083,11,4,107
29085,9,5,123
29087,9,-8,104
29089,15,9,107
29091,15,9,55
29093,12,3,112
29095,13,-3,92
29097,21,-4,123
29099,9,-1,107
29101,20,-7,92
29103,13,4,107
36087,24,-1,90
36089,12,4,107
36091,13,-1,69
36093,16,3,60
36095,9,2,107
36097,15,5,123
36099,13,4,90
36101,14,4,107
36103,18,2,110
36105,13,3,80
36107,15,-1,121
36109,15,-7,106
36111,15,2,100
36113,17,0,100
36115,16,-3,100
36117,31,-2,98
36119,23,-2,90
36121,18,-1,100
36123,16,-3,100
37001,14,-11,112
37003,15,-12,112
37005,12,0,107
37007,17,-9,112
37009,12,1,92
37011,11,0,107
37013,14,-4,77
37015,10,-2,92
37017,14,4,77
38059,11,3,107
38061,20,-5,100
38063,12,4,107
38065,11,4,123
38067,13,3,107
38069,12,4,107
38071,12,2,107
38073,15,-4,122
38075,10,2,107
38077,12,1,92
38079,13,5,123
38081,13,-8,102
38083,14,7,102
38085,13,-8,92
38087,10,2,62
38089,15,2,107
38091,11,-2,77
38093,12,2,107
38095,14,2,94
38097,13,-3,132
38099,13,2,107
38101,11,2,107
38103,13,5,107
38105,14,0,92
39001,13,3,107
39003,18,8,107
39005,10,2,107
39007,13,3,107
39009,16,-1,129
39011,17,-5,132
39013,7,-3,55
39015,16,-2,89
39017,25,-11,136
39019,18,-2,100
39021,7,0,55
39023,14,-8,129
39025,15,-2,120
39027,17,-5,100
39029,15,2,107
39031,12,3,123
39033,11,-2,131
39035,10,0,92
39037,16,-2,110
39039,12,2,107
39041,18,-17,114
39043,15,-2,100
39045,22,-11,121
39047,15,-5,100
39049,42,-18,114
39051,12,3,107
39053,12,-4,122
39055,13,1,107
39057,17,5,107
39059,14,4,123
39061,19,-19,106
39063,19,-9,136
39065,12,-2,104
39067,11,0,40
39069,13,2,107
39071,15,2,107
39073,10,2,107
39075,12,-8,80
39077,6,0,90
39079,16,-1,89
39081,14,2,80
39083,12,6,92
39085,10,1,107
39087,16,1,132
39089,18,-3,89
39091,12,4,80
39093,11,2,107
39095,13,-2,110
39097,23,-11,129
39099,13,2,107
39101,17,1,108
39103,13,0,92
39105,13,-2,110
39107,15,0,92
39109,17,-2,120
39111,13,0,40
39113,21,2,101
39115,12,1,55
39117,13,2,107
39119,10,3,107
39121,12,0,40
39123,19,1,110
39125,14,7,55
39127,14,2,107
39129,10,-1,80
39131,17,-2,100
39133,17,3,110
39135,17,-4,90
47081,23,8,80
47083,13,8,107
47085,10,5,107
47087,18,0,62
47089,9,-1,92
47091,15,-1,62
47093,15,-7,93
47095,10,1,107
47097,13,5,62
47099,23,9,111
47101,17,5,62
47103,19,2,102
47105,14,-8,90
47107,13,4,77
47109,13,7,107
47111,15,3,62
47113,18,0,62
47115,9,-3,131
47117,7,2,58
47119,19,1,98
47121,11,4,123
47123,10,-1,77
47125,18,-1,80
47127,14,-1,131
47129,9,-2,92
47131,22,3,110
47133,10,6,107
47135,8,4,55
47137,12,5,123
47139,15,1,81
47141,16,-2,80
47143,9,-2,92
47145,15,-6,110
47147,21,2,90
47149,17,0,62
47151,15,-1,111
47153,13,-2,77
47155,12,4,107
47157,18,0,90
47159,13,5,77
47161,17,1,80
47163,17,3,77
47165,17,-5,62
47167,23,8,77
47169,15,1,62
47171,14,1,121
47173,11,0,100
47175,13,3,77
47177,9,-3,77
47179,15,-1,62
47181,15,8,107
47183,6,-4,62
47185,12,-3,77
47187,14,-11,80
47189,15,-3,89
48001,17,-10,102
48003,19,-12,122
48005,18,-9,102
48007,21,-11,102
48009,15,-13,121
48011,8,-2,115
48013,21,-7,102
48015,29,-11,141
48017,13,-6,102
48019,15,-8,112
48021,18,-2,141
48023,11,-1,82
48025,24,-8,136
48027,19,-3,102
48029,24,-9,121
48031,17,-3,92
48033,14,-8,102
48035,14,-8,102
48037,24,-14,121
48039,21,-18,121
48041,13,-1,153
48043,15,-1,153
48045,17,0,113
48047,18,-5,121
48049,14,-12,121
48051,21,-4,129
48053,21,-13,102
48055,16,-1,112
48057,22,1,122
48059,18,-3,102
48061,16,1,122
48063,19,-5,114
48065,19,-11,102
48067,18,-9,102
48069,20,6,92
48071,21,-3,137
48073,28,2,121
48075,27,-12,136
48077,13,-9,98
48079,21,-2,112
48081,16,4,131
48083,24,-20,113
48085,28,-18,137
48087,19,9,145
48089,24,-4,102
48091,21,-16,129
48093,15,-9,102
48095,17,-7,98
48097,18,7,92
48099,17,1,126
48101,17,5,138
48103,19,4,172
48105,14,-15,98
48107,15,0,77
48109,17,-17,106
48111,9,-4,92
48113,20,-12,102
48115,15,-6,122
48117,15,-14,102
48119,15,-9,83
48121,21,-14,137
48123,24,-9,121
48125,14,2,77
48367,24,-14,102
48369,15,-9,102
55061,13,0,92
55063,8,1,102
55065,16,-4,122
55067,10,2,92
55069,11,0,55
55071,11,2,107
55073,10,-3,92
55075,10,0,89
55077,14,4,107
55078,7,-9,119
55079,13,-6,102
55081,10,1,81
55083,13,2,102
55085,10,2,43
55087,11,0,84
55089,12,-12,92
55091,12,3,107
55093,13,2,81
55095,13,4,92
55097,13,1,107
55099,10,2,43
55101,13,-6,102
55103,9,-3,92
55105,12,-6,112
55107,11,-1,81
55109,12,1,81
55111,13,2,92
55113,11,1,92
55115,12,1,81
55117,10,-9,102
55119,13,5,123
55121,13,3,81
55123,12,3,107
55125,10,1,75
55127,11,1,92
55129,13,4,92
55131,9,-5,77
55133,13,-6,102
55135,12,1,71
55137,15,-4,122
55139,10,-5,77
55141,15,-4,122
56001,10,-4,156
56003,13,3,107
56005,13,1,107
56007,17,-2,106
56009,17,4,123
56011,13,2,107
56013,13,4,123
56015,10,0,55
56017,14,3,90
56019,13,4,90
56021,14,2,107
56023,11,3,90
56025,19,-3,133
56027,9,4,138
12043,13,-6,77
12045,20,-8,80
12047,14,-1,77
12049,6,-4,68
12051,10,-5,100
12053,17,-7,77
12055,11,-7,124
12057,25,-5,77
12059,15,5,77
12061,14,-11,111
12063,21,0,80
12065,13,-1,62
13273,19,6,77
13275,17,4,49
13277,23,7,77
13279,14,0,101
13281,14,7,77
13283,12,-4,110
13285,19,-3,62
13287,11,8,92
13289,14,1,92
13291,19,-9,100
13293,15,-1,121
13295,14,-2,121
13297,26,-5,111
13299,14,-4,99
13301,12,7,55
13303,23,4,110
13305,13,0,101
13307,17,-4,100
13309,10,4,55
13311,17,-3,77
13313,14,3,107
13315,16,-5,101
13317,18,-1,135
13319,16,1,111
18095,11,3,107
18097,26,-10,123
18099,13,2,92
18101,14,0,77
18103,13,1,92
18105,11,-1,77
18107,15,-2,77
18109,13,1,92
18111,14,2,107
18113,13,2,77
18115,13,7,107
18117,15,1,92
18119,12,2,92
18121,13,3,107
18123,12,3,107
18125,15,6,107
18127,14,1,107
18129,14,5,92
18131,14,2,107
18133,9,-2,92
18135,13,2,107
18137,13,3,92
18139,13,0,92
18141,13,0,92
18143,14,0,77
21215,12,4,77
21217,10,0,77
21219,9,-3,92
21221,8,-2,92
21223,11,-1,92
21225,13,-1,77
21227,21,-9,90
21229,14,5,77
21231,10,2,107
21233,9,1,71
21235,13,-1,77
21237,8,0,123
21239,13,-10,102
22001,19,-4,123
22003,8,-7,119
22005,11,-11,106
22007,23,-5,106
22009,9,-7,119
22011,14,-6,104
22013,15,-7,132
22015,10,-8,112
22017,10,-8,112
22019,13,-7,104
22021,10,-5,119
22023,20,0,104
22025,9,-3,77
22027,8,-6,55
22029,14,7,107
22031,8,-10,71
22033,13,-2,112
22035,14,-1,143
22037,10,-8,112
22039,10,-6,112
22041,9,2,55
22043,11,-10,118
22045,13,-11,121
22047,14,-5,129
22049,12,-8,123
22051,15,-5,121
22053,21,-7,121
22055,11,5,99
22057,17,-10,96
22061,8,-6,112
22063,14,-9,123
22065,10,0,55
22067,7,-10,104
22069,9,-7,135
22071,15,-4,121
22073,9,-8,112
22075,21,-3,102
22077,8,-6,112
22079,9,-7,112
22081,11,-2,119
22083,15,-7,129
22085,13,-10,112
22087,16,-5,121
22089,16,-13,121
22091,9,-7,119
22093,7,-10,104
22095,18,-5,139
22097,15,-1,139
22099,17,-9,129
22101,22,1,91
22103,18,-6,102
22105,13,-10,121
22107,8,-4,55
22109,14,-12,102
22111,16,-7,159
22113,18,-12,96
22115,12,-5,98
22117,12,-8,137
22119,8,-5,55
22121,13,-11,121
22123,8,1,55
22125,13,-11,121
22127,7,-9,119
23001,15,0,92
23003,16,4,107
23005,28,-15,112
23007,13,2,92
23009,14,8,90
23011,14,1,107
23013,17,-3,90
23015,14,4,107
23017,14,1,107
23019,14,1,107
23021,16,7,123
23023,15,1,107
23025,14,5,123
23027,13,3,107
23029,15,5,107
23031,14,2,107
24001,13,-3,100
24003,25,-21,121
24005,19,-2,129
24009,14,-12,121
24011,11,-3,92
24013,14,-11,121
24015,11,-3,80
24017,17,-15,114
24019,14,1,92
24021,27,-15,129
24023,13,3,107
24025,17,-12,129
24027,27,-22,121
24029,13,-7,90
24031,40,-33,121
24033,29,-24,121
24035,14,-6,111
24037,12,-10,121
24039,16,-5,90
24041,13,-6,89
24043,19,-2,129
24045,14,2,107
24047,17,3,110
27045,10,2,107
27047,10,-1,154
27049,10,1,107
33013,14,-1,92
33015,19,-7,112
33017,16,-7,102
33019,14,-1,77
34001,24,-9,134
34003,25,3,121
34005,14,-3,121
34007,24,-9,134
34009,16,10,100
34011,10,0,55
34013,17,5,107
34015,17,3,131
34017,29,4,131
34019,20,2,121
34021,17,-4,121
34023,21,2,131
34025,18,4,121
34027,23,0,110
34029,16,10,100
34031,15,6,107
34033,16,2,86
34035,21,-2,107
34037,14,6,107
34039,18,4,121
34041,11,1,107
35001,17,-5,121
35003,14,7,123
35005,18,0,96
35006,13,-2,136
35007,21,-2,98
35009,13,-5,123
35011,19,-8,121
35015,15,-14,106
35017,13,-1,153
35019,15,-6,102
35021,13,-3,178
35023,10,7,0
35025,21,-6,121
35027,14,2,107
35028,8,-5,38
35029,17,9,138
35031,14,-1,101
35033,15,6,123
35035,16,-5,121
35037,16,-3,112
35039,13,1,92
35041,14,-5,133
35043,15,1,111
35045,18,-1,136
35047,14,0,90
35049,11,-6,77
35051,14,-5,121
35053,17,-2,114
35055,17,-1,152
35057,12,-8,136
35059,11,-5,143
35061,15,-2,101
36001,16,3,60
36003,13,0,121
36005,26,-11,106
36007,15,-2,121
36009,13,4,123
36011,15,-2,110
36013,17,0,121
36015,17,-3,110
36017,16,-1,110
36019,11,2,107
36021,15,7,80
36023,15,-2,100
36025,11,3,107
36027,26,1,100
36029,17,-3,110
36031,17,5,107
36033,13,5,90
36035,13,3,107
36037,16,-3,90
36039,13,3,107
36041,14,9,100
36043,13,4,90
36045,19,7,120
36047,31,-13,106
36049,13,5,123
36051,13,3,107
36053,13,2,107
36055,22,2,110
36057,16,9,107
36059,25,-3,90
36061,31,-2,98
36063,17,-3,110
36065,13,3,107
36067,20,-5,100
36069,16,-2,100
36071,22,0,100
36073,15,0,121
36075,14,3,107
36077,11,3,107
36079,20,-6,100
36081,29,-3,91
36083,17,0,80
36085,27,-10,106
39137,15,7,107
39139,17,-2,121
39141,11,4,107
39143,17,0,121
39145,16,-3,106
39147,11,2,107
39149,16,-4,110
39151,19,-6,90
39153,19,-5,110
39155,11,2,107
39157,13,-4,90
39159,19,-9,100
39161,9,1,138
39163,15,5,123
39165,21,-9,90
39167,13,2,107
39169,18,-3,131
39171,15,0,107
39173,11,1,107
48379,16,6,77
48381,15,-14,133
48383,11,-3,0
48385,12,-6,111
48387,11,-3,77
48389,22,0,132
48391,19,-11,102
48393,6,-3,123
48395,15,-7,106
48397,22,-13,102
48399,23,-8,102
48401,17,-5,129
48403,13,2,107
48405,13,-5,76
48407,23,-2,144
48409,15,-9,144
48411,15,3,131
48413,9,3,55
48415,16,4,141
48417,13,-6,92
48419,24,-3,136
48421,35,-5,102
48423,24,-7,114
48425,14,2,138
48427,11,4,40
48429,10,-9,126
48431,19,-3,102
48433,12,0,77
48435,10,-13,43
48437,13,-7,102
48439,24,-14,102
48441,18,0,126
48443,8,-2,55
48445,17,7,92
48447,12,4,77
48449,23,-5,114
48451,15,-15,123
48453,31,0,126
48455,14,-11,129
48457,24,-7,114
48459,12,-5,121
48461,12,-9,93
48463,19,-7,106
48465,18,1,98
48467,20,-15,129
48469,21,-18,121
48471,11,1,141
48473,17,-2,154
48475,26,-6,137
48477,11,-2,77
48479,18,-2,112
48481,26,-4,129
48483,19,-10,80
48485,17,-6,121
48487,20,-7,114
48489,14,1,92
48491,29,-11,141
48493,14,-2,154
48495,31,0,171
48497,20,-4,121
48499,21,-7,114
48501,19,-13,104
48503,21,-13,121
48505,23,-1,137
48507,12,-1,90
49001,15,0,92
49003,17,0,92
49005,16,-6,92
49007,6,-2,92
49009,11,1,123
49011,37,-16,92
49013,19,6,112
49015,16,8,112
49017,18,2,90
49019,18,-3,100
49021,10,-1,77
49023,13,1,92
49025,10,0,92
49027,15,0,92
49029,17,-4,98
49031,12,5,123
49033,14,4,92
49035,30,-3,112
49037,11,5,123
49039,13,5,92
49041,13,5,107
49043,12,-6,112
49045,22,-9,126
49047,24,4,121
49049,15,2,77
49051,19,-3,62
49053,14,1,92
49055,14,8,83
49057,16,5,92
50001,15,5,91
50003,17,3,107
50005,13,2,107
50007,31,-19,102
50009,13,-1,110
50011,14,1,102
50013,12,5,67
50015,14,5,107
50017,13,2,107
50019,13,4,80
50021,17,-3,77
50023,13,2,80
50025,15,-9,144
50027,27,-14,112
51001,14,3,80
51003,31,-28,106
51005,11,2,107
51007,17,-7,111
51009,17,-14,102
51011,12,4,77
51013,19,-2,129
51015,31,-9,62
51017,14,3,107
51019,28,-14,92
51021,12,0,92
51023,31,-19,92
18145,13,1,92
18147,13,2,107
18149,13,2,107
18151,12,0,77
18153,16,-3,132
18155,12,5,69
18157,11,5,99
18159,11,2,92
18161,14,1,92
18163,15,-6,112
18165,12,2,107
18167,12,1,92
18169,14,2,92
18171,14,-3,77
18173,14,0,92
18175,12,1,92
18177,15,1,92
18179,12,1,92
18181,14,2,92
18183,17,6,77
19001,11,0,92
19003,11,-3,77
19005,12,5,107
19007,8,3,90
19009,8,-2,84
19011,11,2,112
19013,14,-4,132
19015,15,-7,90
19017,11,2,107
19019,11,2,107
19021,14,-4,141
19023,12,3,107
19025,10,-3,102
19027,15,-8,92
19029,11,3,92
19031,13,-4,102
19033,15,-3,81
19035,11,2,102
19037,9,-1,107
19039,13,3,107
19041,13,-5,90
19043,12,5,123
19045,11,-5,104
19047,11,3,80
19049,15,-3,82
19051,10,-3,73
19053,18,-10,122
19055,11,3,67
19057,23,-16,96
19059,9,0,75
19061,9,-1,107
19063,11,2,112
19065,10,-1,107
19067,6,-3,55
19069,14,-2,110
19071,14,2,82
19073,14,-4,83
19075,16,2,122
19077,14,6,112
19079,11,-2,92
19081,16,0,77
21155,14,6,77
21157,13,3,107
21159,14,0,55
21161,8,-1,107
21163,13,1,92
21165,11,4,107
21167,12,0,77
21169,8,0,55
21171,13,0,92
21173,18,-1,80
21175,14,3,107
21177,10,1,107
21179,13,3,92
21181,14,1,81
21183,19,-19,106
21185,16,-5,123
21187,10,-2,92
21189,13,2,112
21191,15,7,107
21193,14,1,107
21195,17,-8,129
21197,12,2,107
21199,11,1,92
21201,13,4,123
21203,10,1,92
21205,8,-2,107
21207,15,5,107
21209,8,-3,77
21211,9,-2,77
21213,13,1,77
27051,13,6,123
27053,18,-10,112
27055,12,3,107
27057,10,5,100
27059,10,4,123
27061,12,5,90
27063,9,1,107
27065,11,6,138
27067,13,3,123
27069,9,2,40
27071,12,6,90
27073,10,-1,107
27075,12,5,123
27077,14,2,90
27079,10,1,123
27081,6,1,55
27083,13,2,107
27085,10,2,80
27087,13,5,138
27089,10,4,123
27091,11,2,107
27093,11,4,123
27095,11,6,138
27097,10,2,55
27099,16,0,110
40025,10,-5,111
40027,24,-6,103
40029,10,-6,104
40031,24,-7,91
40033,20,-10,106
40035,12,-6,110
40037,29,-7,114
40039,17,0,107
40041,14,-4,71
40043,4,-4,25
40045,6,-6,40
40047,17,-10,83
40049,14,-11,109
40051,16,-13,121
40053,16,-5,110
40055,19,-2,92
40057,14,-3,62
40059,12,-5,47
40061,8,-8,86
40063,16,-4,119
40065,8,-5,92
40067,12,-4,141
40069,13,-9,104
40071,13,-3,51
40073,6,0,62
40075,11,-3,62
40077,15,-13,108
40079,12,-7,92
40081,15,-8,102
40083,16,-15,114
40085,12,0,51
40087,14,-7,102
40089,10,-10,119
40091,10,-6,104
40093,22,-17,66
40095,16,6,92
40097,20,-12,92
40099,20,-13,101
40101,14,-5,91
40103,19,-20,121
40105,16,-11,92
40107,15,-1,104
40109,19,-13,75
40111,27,-10,108
40113,19,-17,114
40115,10,2,62
40117,23,-26,96
40119,13,-11,121
40121,9,-1,37
40123,22,0,103
40125,13,-8,84
40127,15,-6,122
40129,4,-4,40
40131,29,-2,75
40133,11,-1,89
40135,23,-9,121
40137,27,-38,95
40139,8,-9,82
40141,12,0,104
40143,19,-13,75
40145,14,-10,91
40147,14,-10,75
40149,12,-14,86
40151,15,-10,114
40153,16,-6,56
41001,14,4,107
41003,5,4,111
41005,21,-2,112
41007,14,3,112
41009,16,-6,112
41011,16,7,92
41013,10,2,107
41015,14,4,80
41017,14,8,107
41019,17,8,107
41021,10,0,112
41023,20,11,90
41025,11,2,123
41027,14,3,107
41029,14,7,107
41031,11,3,107
41033,11,7,107
41035,10,3,107
41037,11,4,80
41039,12,-8,112
41041,15,4,112
41043,19,-6,112
41045,12,4,107
41047,16,1,92
41049,15,-5,121
41051,25,-20,112
41053,14,-6,112
41055,18,-2,122
41057,14,2,112
41059,14,-2,122
41061,14,3,107
41063,11,0,80
41065,13,8,107
41067,24,-14,102
41069,13,4,112
41071,14,-4,122
42001,11,3,77
42003,18,-5,114
42005,12,6,123
42007,11,5,107
42009,13,7,123
42011,11,3,77
42013,10,2,107
42015,12,2,107
42017,14,2,77
42019,11,5,107
42021,11,1,110
42023,8,0,55
42025,15,1,130
42027,10,-4,101
42029,19,-5,129
46037,6,-6,111
46039,12,5,92
46041,11,-9,112
46043,15,-4,75
27101,13,4,123
27103,14,-5,90
27105,14,4,92
27107,13,4,123
27109,15,-6,90
27111,17,11,123
27113,10,3,123
27115,8,1,55
27117,10,0,123
27119,10,-1,107
27121,10,1,123
27123,20,-10,123
27125,12,5,123
27127,6,-1,107
27129,10,1,55
27131,9,2,107
27133,12,1,107
27135,15,-2,132
27137,14,2,107
27139,6,-2,92
27141,10,-1,107
27143,10,4,90
27145,10,-1,107
27147,10,-1,107
27149,9,0,107
27151,12,1,55
27153,16,10,123
27155,12,4,123
27157,10,0,123
27159,11,5,123
27161,10,3,123
27163,13,-2,92
27165,12,3,107
27167,9,-1,107
27169,11,-6,132
27171,7,-1,107
27173,11,3,107
28001,11,-5,122
28003,20,-1,123
28005,15,-5,181
28007,13,0,92
28009,10,-3,117
28011,10,-2,102
28013,9,-6,135
28015,14,-5,111
28017,11,-8,123
28019,12,4,55
28021,15,-5,139
28023,10,-6,101
28025,11,-7,119
28027,13,3,117
29105,7,3,55
29107,13,7,107
29109,10,-11,104
29111,10,5,107
29113,13,5,107
29115,11,-1,122
29117,17,-4,122
29119,13,-5,135
29121,10,3,107
29123,15,-7,80
29125,8,4,107
29127,11,4,112
29129,18,8,110
29131,7,-2,55
29133,13,-3,104
29135,14,-2,122
29137,13,-2,80
29139,16,7,107
29141,11,2,138
31041,17,1,77
31043,10,-5,132
31045,12,-7,114
31047,9,-3,77
31049,9,3,92
31051,11,-5,102
31053,13,-2,77
31055,15,-9,102
31057,17,-7,110
31059,21,-9,84
31061,14,-1,71
31063,14,-8,121
31065,14,4,77
31067,12,7,77
31069,16,1,104
31071,11,-7,80
31073,11,-3,77
31075,6,-3,72
31077,14,-1,140
31079,11,4,58
31081,11,-2,61
31083,14,0,92
31085,13,-8,121
31087,13,1,77
31089,11,0,77
31091,12,-3,110
31093,15,-5,104
31095,9,-3,77
31097,9,-8,102
31099,24,-3,121
31101,16,5,77
31103,10,0,77
31105,17,-9,102
31107,11,3,112
31109,19,-5,106
31111,19,-5,106
31113,12,-1,98
31115,7,3,89
31117,22,-1,129
31119,11,-3,92
31121,14,0,100
31123,13,-1,102
31125,11,2,92
31127,15,3,101
32031,9,-3,92
32033,15,6,92
32510,17,8,92
33001,15,1,91
33003,14,1,71
33005,16,-6,112
33007,13,2,107
33009,18,-4,77
33011,16,-2,92
39175,11,-2,89
40001,17,-10,114
40003,9,-7,102
40005,10,-7,104
40007,10,-5,111
40009,15,-21,56
40011,15,-2,143
40013,17,-16,106
40015,11,0,107
40017,22,-7,91
40019,18,-18,71
40021,13,-11,97
40023,13,-10,129
46045,11,1,108
46047,13,4,60
46049,13,-4,61
46051,12,4,81
46053,13,4,92
46055,21,-12,112
46057,12,5,80
46059,17,3,62
46061,16,2,123
46063,15,1,62
46065,10,1,92
46067,12,2,71
46069,10,-1,51
46071,11,11,190
46073,15,0,62
46075,9,0,92
46077,15,-4,90
46079,16,-6,91
46081,9,4,65
46083,15,-4,62
46085,13,-1,110
46087,10,1,102
46089,10,-2,92
46091,12,5,84
46093,17,-9,52
46095,16,-7,114
46097,15,1,61
46099,14,2,81
46101,14,1,122
46102,14,-13,114
46103,15,-2,62
46105,14,-1,62
46107,13,-1,62
46109,13,3,107
46111,14,3,72
46115,12,1,92
46117,16,-3,110
46119,14,-1,51
46121,11,-3,187
46123,13,-1,62
46125,15,-1,83
46127,21,-11,92
46129,11,3,107
46135,14,-1,51
46137,10,-10,92
47001,18,-1,68
47003,6,-4,62
47005,12,3,89
47007,11,0,77
47009,13,2,77
47011,15,-2,111
47013,17,0,89
47015,16,5,49
47017,17,1,97
47019,18,4,101
47021,27,-14,80
