county_id,date,unemployment_rate,sahm_value
38033,1990-01-01,3.5,NaN
38033,1990-02-01,3.4,NaN
38033,1990-03-01,3,NaN
38033,1990-04-01,1.6,NaN
38033,1990-05-01,2,NaN
38033,1990-06-01,1.4,NaN
38033,1990-07-01,1.6,NaN
38033,1990-08-01,1.8,NaN
38033,1990-09-01,1.4,NaN
38033,1990-10-01,2.8,NaN
38033,1990-11-01,3.4,NaN
38033,1990-12-01,2.8,NaN
38033,1991-01-01,4.8,NaN
38033,1991-02-01,5.8,NaN
38033,1991-03-01,5.2,3.67
38033,1991-04-01,4.1,3.43
38033,1991-05-01,5.2,3.23
38033,1991-06-01,5.3,3.27
38033,1991-07-01,3.7,3.13
38033,1991-08-01,3,2.40
38033,1991-09-01,3.4,1.77
38033,1991-10-01,3.7,1.37
38033,1991-11-01,3.6,1.03
38033,1991-12-01,4,0.77
38033,1992-01-01,4.5,0.67
38033,1992-02-01,5.1,1.17
38033,1992-03-01,5.3,1.60
38033,1992-04-01,4.1,1.47
38033,1992-05-01,4.3,1.20
38033,1992-06-01,5.5,1.27
38033,1992-07-01,4.6,1.43
38033,1992-08-01,3.9,1.30
38033,1992-09-01,4.7,1.03
38033,1992-10-01,3.5,0.67
38033,1992-11-01,4.1,0.53
38033,1992-12-01,4,0.10
38033,1993-01-01,5.5,0.67
38033,1993-02-01,5.4,1.10
38033,1993-03-01,5.9,1.73
38033,1993-04-01,4.5,1.40
38033,1993-05-01,4.1,0.97
38033,1993-06-01,4.4,0.47
38033,1993-07-01,3.7,0.20
38033,1993-08-01,3.5,0.00
38033,1993-09-01,3.1,0.00
38033,1993-10-01,4.3,0.20
38033,1993-11-01,4.5,0.53
38033,1993-12-01,3.3,0.60
38033,1994-01-01,3.4,0.30
38033,1994-02-01,3.4,0.00
38033,1994-03-01,4,0.23
38033,1994-04-01,3.4,0.23
38033,1994-05-01,2.4,0.00
38033,1994-06-01,3.9,0.00
38033,1994-07-01,2.2,0.00
38033,1994-08-01,3.1,0.23
38033,1994-09-01,3.5,0.10
38033,1994-10-01,4.1,0.73
38033,1994-11-01,4.9,1.33
38033,1994-12-01,4.8,1.77
38033,1995-01-01,4.3,1.83
38033,1995-02-01,3.2,1.27
38033,1995-03-01,2.8,0.60
38033,1995-04-01,3.5,0.33
38033,1995-05-01,3.1,0.30
38033,1995-06-01,2.8,0.30
38033,1995-07-01,2.4,0.00
38033,1995-08-01,2.4,0.00
38033,1995-09-01,2.5,0.00
38033,1995-10-01,2.5,0.03
38033,1995-11-01,3.2,0.30
38033,1995-12-01,4.5,0.97
38033,1996-01-01,5,1.80
38033,1996-02-01,4,2.07
38033,1996-03-01,4.1,1.93
38033,1996-04-01,4.2,1.67
38033,1996-05-01,3.4,1.47
38033,1996-06-01,4,1.43
38033,1996-07-01,3.1,1.07
38033,1996-08-01,2.5,0.77
38033,1996-09-01,2.1,0.13
38033,1996-10-01,2,0.00
38033,1996-11-01,2.6,0.03
38033,1996-12-01,3.8,0.60
38033,1997-01-01,4.5,1.43
38033,1997-02-01,3.2,1.63
38033,1997-03-01,4.3,1.80
38033,1997-04-01,3.8,1.57
38033,1997-05-01,1.7,1.07
38033,1997-06-01,2.6,0.50
38033,1997-07-01,2.8,0.17
38033,1997-08-01,2,0.27
38033,1997-09-01,2.3,0.17
38033,1997-10-01,2.3,0.00
38033,1997-11-01,2,0.00
38033,1997-12-01,2.6,0.10
38033,1998-01-01,3.7,0.57
38033,1998-02-01,3.9,1.20
38033,1998-03-01,4.4,1.80
38033,1998-04-01,3.2,1.63
38033,1998-05-01,3,1.33
38033,1998-06-01,3.2,0.93
38033,1998-07-01,2.2,0.60
38033,1998-08-01,2.5,0.43
38033,1998-09-01,2.9,0.33
38033,1998-10-01,2.5,0.43
38033,1998-11-01,2.7,0.50
38033,1998-12-01,3.6,0.63
38033,1999-01-01,3.5,0.73
38033,1999-02-01,3.8,1.10
38033,1999-03-01,4,1.23
38033,1999-04-01,4.7,1.63
38033,1999-05-01,4.2,1.77
38033,1999-06-01,5.3,2.20
38033,1999-07-01,2.5,1.47
38033,1999-08-01,3.1,1.10
38033,1999-09-01,4.1,0.70
38033,1999-10-01,2.8,0.70
38033,1999-11-01,4.8,1.20
38033,1999-12-01,2.3,0.37
38033,2000-01-01,3.8,0.40
38033,2000-02-01,3.5,0.00
38033,2000-03-01,4.1,0.60
38033,2000-04-01,2.9,0.30
38033,2000-05-01,2.8,0.07
38033,2000-06-01,3.1,0.00
38033,2000-07-01,2.9,0.00
38033,2000-08-01,2.8,0.00
38033,2000-09-01,2.6,0.00
38033,2000-10-01,2.4,0.00
38033,2000-11-01,2.7,0.00
38033,2000-12-01,2.6,0.00
38033,2001-01-01,3,0.20
38033,2001-02-01,2.6,0.17
38033,2001-03-01,2.4,0.10
38033,2001-04-01,2,0.00
38033,2001-05-01,2,0.00
38033,2001-06-01,2.8,0.13
38033,2001-07-01,1.9,0.10
38033,2001-08-01,2.4,0.23
38033,2001-09-01,1.9,0.00
38033,2001-10-01,2.2,0.10
38033,2001-11-01,2.8,0.23
38033,2001-12-01,2.6,0.47
38033,2002-01-01,3.1,0.77
38033,2002-02-01,2.8,0.77
38033,2002-03-01,3.3,1.00
38033,2002-04-01,2.9,0.93
38033,2002-05-01,1.9,0.63
38033,2002-06-01,2.6,0.40
38033,2002-07-01,2.3,0.20
38033,2002-08-01,2.4,0.37
38033,2002-09-01,2.3,0.27
38033,2002-10-01,2.1,0.10
38033,2002-11-01,3,0.20
38033,2002-12-01,1.9,0.07
38033,2003-01-01,2.5,0.20
38033,2003-02-01,2.7,0.10
38033,2003-03-01,2.7,0.37
38033,2003-04-01,2.2,0.27
38033,2003-05-01,2.2,0.10
38033,2003-06-01,2.7,0.10
38033,2003-07-01,2.1,0.07
38033,2003-08-01,1.8,0.00
38033,2003-09-01,1.8,0.00
38033,2003-10-01,1.8,0.00
38033,2003-11-01,1.9,0.03
38033,2003-12-01,2.1,0.13
38033,2004-01-01,3.4,0.67
38033,2004-02-01,2.9,1.00
38033,2004-03-01,3.4,1.43
38033,2004-04-01,3.1,1.33
38033,2004-05-01,3,1.37
38033,2004-06-01,3.2,1.30
38033,2004-07-01,3.1,1.30
38033,2004-08-01,3.4,1.43
38033,2004-09-01,3.1,1.40
38033,2004-10-01,2.6,1.23
38033,2004-11-01,2.3,0.83
38033,2004-12-01,3.1,0.73
38033,2005-01-01,3.5,0.50
38033,2005-02-01,4,0.87
38033,2005-03-01,3.4,0.97
38033,2005-04-01,3.1,0.83
38033,2005-05-01,2.9,0.47
38033,2005-06-01,3.1,0.37
38033,2005-07-01,2.7,0.23
38033,2005-08-01,2.5,0.10
38033,2005-09-01,1.9,0.00
38033,2005-10-01,3.1,0.13
38033,2005-11-01,3.9,0.60
38033,2005-12-01,3.8,1.23
38033,2006-01-01,3.5,1.37
38033,2006-02-01,3.6,1.27
38033,2006-03-01,3.6,1.20
38033,2006-04-01,3.3,1.13
38033,2006-05-01,3,0.93
